respondent_id,xyz_vaccine,seasonal_vaccine
2096,0.20954470549777,0.482203480994123
19415,0.0686873247952533,0.207952219060457
9195,0.780881281617396,0.546460512682736
18818,0.235718115726695,0.59236394395338
2922,0.145726086216474,0.302853115506043
26410,0.061158545998694,0.103678032327468
17695,0.776454655809815,0.7404804504545
10120,0.111095328031798,0.345450138930621
11286,0.842506005287388,0.930065809799952
13717,0.0925953862272696,0.863618677199996
11614,0.0602790708272145,0.124483415133437
9395,0.287204069387182,0.781094419421884
12613,0.171017078346884,0.92037434639951
18495,0.146466026633951,0.394429235295212
231,0.117004834706572,0.925640242030492
14944,0.0851936166979985,0.253299920191138
24813,0.557964006983849,0.852146438211945
4703,0.203293685735037,0.947846266631266
308,0.526828310159246,0.856707790144774
22366,0.598180691134793,0.934745395820993
19128,0.0721547148906785,0.674273881292723
20119,0.0289135704990767,0.81743530088737
14478,0.0791032335886827,0.510296692691996
13908,0.618165730178243,0.335871907093998
4687,0.0356087751618305,0.0464196117602507
13416,0.816672465741862,0.899609660165103
13014,0.0761300806989608,0.22650946747843
13478,0.0771570897273919,0.138974058784559
4440,0.109544513803977,0.507441064348968
22107,0.123476268807771,0.93253049187079
6979,0.136027354486189,0.729248898898546
22599,0.0950958135383242,0.937263196963303
13679,0.112117008648655,0.328686237502921
23132,0.298872070870404,0.598531628171852
15844,0.265150920564407,0.124912725762691
27,0.0731001129358468,0.126923553380142
24290,0.242800450547909,0.389061837201598
24065,0.0337307052088413,0.0685222264859564
16727,0.0982510798326564,0.288077388007316
22364,0.322036291541152,0.292764292902011
13273,0.141999704229253,0.491177249626951
17270,0.135523914782607,0.481519106554677
6976,0.0582380727673079,0.730231782893636
10189,0.125356759672184,0.958683837004963
17377,0.276869450935662,0.219638098901796
4449,0.0438785297128024,0.0404895793818097
14063,0.0763459168028311,0.0810744870746846
8667,0.265139310339864,0.474787093731274
9509,0.0148287254669974,0.0728526835599206
7785,0.531128707264692,0.771586368467151
22022,0.0280425759256428,0.0736494398416189
21629,0.135899310748736,0.206833301234422
24352,0.232385283682066,0.846704964226528
10721,0.0625262663019672,0.0663133889227836
25890,0.040669290030665,0.267970992503145
4544,0.397837267476522,0.548753447980412
21795,0.492295943915123,0.767590846605037
20129,0.581362752121287,0.847774698845563
4913,0.0719431375770109,0.184666227206038
22110,0.481454830610245,0.97737195734596
23255,0.112670599631693,0.432112271126855
7457,0.60731101669759,0.933751954616387
16338,0.273184049435106,0.803650859330173
4242,0.656081300155558,0.871213654914724
3822,0.412799045834596,0.971295884933172
2554,0.0834418562828203,0.550599095350095
14168,0.187982329568184,0.356077495307467
15883,0.105832748116558,0.126898179349377
14664,0.0947441919581035,0.495599564951345
11525,0.445156964252864,0.220969761308702
8111,0.0635410818721924,0.105401406726458
3906,0.175533418658325,0.394347767774178
20040,0.212152244454518,0.275151343877013
3290,0.0237848220904867,0.558285354209756
15170,0.911913055812171,0.794045388462421
20642,0.0494020477815278,0.197308637302235
20981,0.156190927628544,0.949230146399481
22009,0.0621841035918541,0.203673561371548
24749,0.153900672511952,0.230261045305295
13297,0.0555036611261036,0.0537386704721034
17771,0.0784724073655429,0.573980405357035
11633,0.12426896835631,0.454921904530969
11570,0.21927463200301,0.836970474168868
11376,0.0729971004680145,0.127707561204693
3921,0.0763199683192767,0.274613233822429
7469,0.0908219051743532,0.137380134017141
3023,0.0186327809439845,0.0826541456508981
14744,0.39664250057658,0.855267685786886
23594,0.140354554777609,0.458416080157053
20125,0.10048034775464,0.250418496991923
24545,0.0952065869884845,0.193801426221262
5083,0.223563574794884,0.503269713358697
7138,0.666203542728181,0.779360806897938
26480,0.114338305420581,0.210621088800343
418,0.0586999924633738,0.602978597677945
8414,0.0127794288772464,0.467942912461103
25780,0.0682971446137561,0.0739925631993118
17643,0.27470450188816,0.536197815242698
1131,0.325377697872447,0.825442993677476
21452,0.208595198817727,0.772332098821854
17412,0.47030847915593,0.895002758819633
11803,0.0769590004304492,0.278506150379302
18892,0.129566517424843,0.349869870449954
18667,0.754082853332408,0.863557774589756
14564,0.0352137464553487,0.7297897944474
18777,0.114746704504307,0.432321440372883
22447,0.35629051946376,0.3803955670786
19856,0.804055886209822,0.901815721933225
741,0.0647681035990496,0.279418647696767
7225,0.150533715077033,0.380540745521227
1747,0.114764853338987,0.337925312599348
25855,0.434105250625177,0.176121212700357
22270,0.351956537935198,0.475703156308519
18209,0.115078426675427,0.497442943032872
5511,0.189527567408641,0.339518729724771
8900,0.010406502427026,0.052790958485381
21811,0.121892568380766,0.214448551941989
9755,0.15423042828882,0.66712501993548
22300,0.044001439243169,0.687807190093593
10687,0.369152552730663,0.652787922662185
12064,0.0429524395499204,0.180659931877483
13114,0.174305825916835,0.258855586180468
12482,0.0328690742250041,0.523781468992669
7608,0.101076953645563,0.46660009356651
10510,0.058596239451709,0.363458107515402
12876,0.0431120260381297,0.222192455854095
10404,0.0965753998074725,0.205980254789214
4831,0.0590237675776761,0.123989042543361
17281,0.0276042346022197,0.326618333361603
1207,0.0480988787537039,0.349905525863863
13663,0.417500246557579,0.877136493149917
15044,0.454407428733113,0.421247741874168
16419,0.671348912616912,0.77876732370627
2490,0.196391071668633,0.403973976250122
10121,0.766554135628236,0.853058481124275
3982,0.343615397135708,0.568559005952244
13932,0.142837255661842,0.867052850942746
10165,0.178151872500817,0.23515373154794
19182,0.345889400035979,0.592544384745702
24077,0.109328733339111,0.213537776036588
17965,0.106192644021169,0.273027876706748
25424,0.103234751402772,0.291427215944326
4895,0.099096441824012,0.35063484547199
18172,0.0554571939964988,0.277549824822569
24637,0.0612934794739079,0.0160662499941545
20115,0.638088892139271,0.979898697103406
21783,0.116113687487983,0.470305123878919
1501,0.642856021028799,0.910794017257464
13544,0.0971914900821714,0.690800531778767
5161,0.0279204894501175,0.0281708559119147
25949,0.0239339675119816,0.207881298000667
6798,0.0705932220087835,0.125900538291219
18712,0.235322862881864,0.410281683524095
10039,0.00783744571615194,0.0290919862986888
21641,0.062305281061492,0.517840691115487
20753,0.289595337148795,0.778938331570415
22433,0.824919700848744,0.273309865229734
12019,0.145303152464111,0.4666754369097
26314,0.0869827354471001,0.122709088484731
3760,0.197557240668751,0.440364297051291
17045,0.0367859961589014,0.773633185996065
6886,0.140262656521074,0.578348162194915
15985,0.104639927951874,0.195075252933636
10984,0.14440705812637,0.231591817338833
20353,0.799683073280663,0.859605337159974
14180,0.73349419113645,0.614381770131689
3038,0.190219151540604,0.664616247638014
22422,0.143659381070955,0.248200668377168
6782,0.0661375840635502,0.184677124134425
14263,0.0430777667262714,0.37149852037352
21403,0.881463506183806,0.909256943328759
26257,0.0664899866678065,0.178001321644952
5379,0.0895396477083877,0.244470979301647
10069,0.162782399277333,0.372874695676071
25659,0.102554204704815,0.261591579330284
9730,0.393181596612647,0.369377668985896
4536,0.0249892751287292,0.0909738732671983
1719,0.0808409145303046,0.163217124881911
12191,0.140942179803097,0.859774471788359
17808,0.0807544365147886,0.350052929402515
2615,0.199359555357008,0.458252588959195
18112,0.284077844483489,0.506390457313318
19891,0.0878932264446937,0.374461735684468
13316,0.101373337254334,0.250064830688486
13575,0.244740396989657,0.807990989692846
1779,0.290607530325585,0.447056769561144
1628,0.615606393237494,0.342902985183505
22309,0.0836176175695481,0.391060461949784
16951,0.827078828131815,0.427185915625668
9464,0.0451726993320884,0.548586984441875
18966,0.304499703100128,0.239014153873485
10011,0.0897303875111822,0.0414634666141845
16108,0.428327568183964,0.885225203652109
6608,0.00590699594374018,0.0195938643776792
7261,0.0466476538808146,0.0768868014591019
17398,0.0532373463604914,0.302720223372575
15225,0.190919649408665,0.382796427245753
8513,0.335551979644598,0.648052395514456
23496,0.0876096795683025,0.487175155918649
26662,0.181637237549282,0.266328140124398
20110,0.381845602489852,0.730030831426758
24591,0.17707238733771,0.138715625094533
23932,0.191056831692537,0.286373486519246
19619,0.046051762102629,0.0768276044120707
1312,0.074294953570801,0.522948163257417
4692,0.394842130909449,0.838407437007465
1328,0.067912102958593,0.161794309262639
25426,0.0911542809775031,0.428087187940583
12032,0.0736894168416161,0.947887993860569
3759,0.109617473525994,0.276816988442864
12288,0.164035127214325,0.922564829969214
3146,0.120565144676163,0.206819683603731
19418,0.0764801504576132,0.467030997613744
21870,0.437747843897295,0.866644099951512
17175,0.843485040023107,0.945962007126884
1673,0.55824655810366,0.736067870808985
1845,0.458923528055427,0.776576088261403
25036,0.130969351800053,0.311928171955644
3269,0.0464365714715987,0.835516519469026
15981,0.0500482922137265,0.676224429477876
140,0.287518867927814,0.774874231638617
20916,0.0972792217638539,0.10552817932962
6559,0.0131146805478312,0.0473923935467373
17462,0.610161812978398,0.108153790483956
4870,0.126494185517846,0.249133337202835
19137,0.0558938306721515,0.43226840453577
18846,0.0939035875518277,0.141175123424662
20209,0.108162449225342,0.904880127745441
9451,0.125861455727186,0.274491604933105
3172,0.498937707962461,0.918950048091692
14009,0.13940962078341,0.255293063594376
24942,0.04881452542795,0.172293366801319
467,0.0289788909377946,0.0781188981071666
24020,0.233648008855621,0.508852623608459
11938,0.294555068474468,0.345501161838969
7747,0.108815753773543,0.171710043923074
19549,0.0352038309432471,0.42362196747469
7468,0.42324638904276,0.802861816936681
25216,0.647784102820771,0.903327470844621
25454,0.546310764704683,0.725851774143102
12578,0.010773079975609,0.0363581893937861
188,0.0820221250989984,0.495307693011067
4061,0.0219440423675328,0.206840360703572
16552,0.0430431798598748,0.102994865715048
14337,0.176290484505133,0.257110065530803
13791,0.0110822212236118,0.0251996666720296
18939,0.122465110323573,0.320407261626218
7808,0.235875103822399,0.325411437522979
17906,0.183531715753099,0.329935474174197
2507,0.1504773810035,0.4021838669002
9030,0.378009116662287,0.547509368060431
3571,0.0106733844446693,0.251864101409687
20745,0.0956650930387794,0.820801409632089
4507,0.102781407430322,0.198552542353502
13549,0.01461253284685,0.12819529614597
12975,0.158662974629885,0.581825541302121
14957,0.0821668209790673,0.238673085508494
5575,0.0494688783120366,0.0320049615507814
6117,0.0818143418726587,0.116816441166771
5820,0.146957529331395,0.509538494945897
22686,0.130144947966687,0.288221747253143
15355,0.194415800041664,0.401091616492354
8207,0.400510858731302,0.408590578643193
22166,0.011758635930996,0.137759853902808
20979,0.00809674379118727,0.0116312739920743
11371,0.368604370033205,0.773235630904816
217,0.0722305879647307,0.204147830386649
23020,0.121960002708699,0.252407509447582
22892,0.525423290365291,0.939136042800381
7772,0.628445646612436,0.905483558577029
19927,0.146540687212061,0.161215564020534
23762,0.0910255411114291,0.143020243373637
8212,0.0489664088342151,0.0308801834508754
17508,0.717960150753803,0.691168746279065
1381,0.166048858589408,0.455349551974586
6442,0.445925946340937,0.732785223666575
24461,0.0964298572078751,0.196871504149479
9045,0.443055641349336,0.408494603454117
6012,0.900838342464225,0.959393085377753
23712,0.108168470944667,0.388098798173195
6519,0.144788485548484,0.395448858814132
10267,0.120953324724727,0.281115427318037
851,0.027099734151798,0.0333273769461078
2190,0.305336512192113,0.824596039230802
18333,0.0424539750751102,0.0472848762534374
24479,0.118359030507804,0.436753333026781
13138,0.155484560991347,0.183060828623054
23348,0.635712784251188,0.590565314365614
5160,0.44120664634741,0.83816310029735
5010,0.218849856171327,0.678570204310554
23996,0.0672859867576905,0.440142796793371
20185,0.0355796209730705,0.124608792123374
9903,0.353839394749778,0.724660311388516
19486,0.00737814388473021,0.033248483367544
19540,0.0402008358071951,0.541236529862236
17111,0.0515170856308492,0.183630093953416
13849,0.146483612837177,0.939660492125079
7613,0.629364117265293,0.787395827994605
21763,0.395512266895755,0.784030119553937
20801,0.0788356105100692,0.129856764952141
18693,0.0557335734735027,0.164427627444967
19394,0.341992022244825,0.466676182785868
24023,0.238172733993241,0.488890212830574
7871,0.358166320407593,0.857478009778981
5302,0.52274166221732,0.27141543236053
18272,0.34063115707545,0.668889383420092
7175,0.0469511938774189,0.771390751068155
21627,0.1768761141508,0.20434656307052
6263,0.0745425058558249,0.196771733422717
6260,0.0462476307177366,0.681815145364381
26391,0.0123915618726919,0.0335842105064889
15605,0.350433966130146,0.495633572580449
24571,0.035905121226153,0.177778807914675
3977,0.0745425058558249,0.196771733422717
11219,0.741057821709469,0.936857172154918
7432,0.133657892828519,0.37435988143836
24144,0.629754329256696,0.786090491395533
13495,0.207619274307599,0.371116628322285
14312,0.0102737633558239,0.0286774448774455
25809,0.11562640443846,0.602582043936032
5251,0.0209413630138163,0.781151366801636
16573,0.0750927993810612,0.202881001111316
14459,0.412219681560267,0.692477537620878
2198,0.26285953581325,0.641930699675775
14690,0.0551301804208483,0.749663023179366
14189,0.743264423579264,0.922816887348126
24627,0.0787011599268714,0.230428048337192
1388,0.162488376180526,0.373281253745446
21313,0.502949787578149,0.800545781751002
22629,0.31829940442851,0.383147251877477
403,0.220842261085424,0.807351760177378
906,0.215958460317816,0.507311759508659
17857,0.154856060262496,0.358974360166439
5395,0.356633825840942,0.89570916704271
4566,0.0505790023577333,0.234378156310537
20558,0.593709326075898,0.796772122266299
20145,0.0444328238178654,0.035651140215221
4136,0.0458285549633319,0.107159322256264
24435,0.0225672546692051,0.490933441529714
24873,0.0924389558830731,0.0473233255780553
19934,0.208023975813999,0.447138577868397
25542,0.0104044986142623,0.0381064261396858
11096,0.844266329827447,0.964526189041149
1982,0.815170186472084,0.647447894361457
10749,0.0438106066474194,0.222188805665943
4067,0.204589454549049,0.576032182133664
5938,0.160725773226316,0.11161046385997
14500,0.160607432216407,0.342119699094065
3676,0.106698358524959,0.281980867092536
15903,0.0965861652237027,0.572522816893575
8011,0.425145027576337,0.89940553163346
24504,0.586096931527896,0.645277543450012
19345,0.321798269115972,0.42986006173498
23422,0.104726520459796,0.201240045146433
22818,0.0525920651233046,0.0661891286397128
21073,0.0782282538900123,0.39062809242555
26343,0.0970645789950872,0.487125053990992
3284,0.201791124144846,0.556426808073758
17639,0.0206968176175188,0.0496015776843195
15201,0.0342737907024778,0.135997791300164
6722,0.567666055248304,0.855156409646876
7041,0.0795237403691878,0.225657731562566
16345,0.0760467394222892,0.629806378527675
25298,0.528407146032107,0.918707987418199
3849,0.137027139244035,0.166911072545661
2641,0.339209904520771,0.901549922907675
968,0.0832174408486082,0.284268125927126
21890,0.844089552914275,0.932613209811221
484,0.113597024070296,0.277796644551655
2025,0.785498954367963,0.602803537590627
6502,0.190089453189154,0.361715373874151
4808,0.271777899088253,0.414862576218932
7027,0.337154280677728,0.942327886754917
1392,0.0884796347180875,0.35500684792692
17933,0.147695714462888,0.216990651621348
8300,0.0518752613971292,0.159740586185716
24702,0.134884946031905,0.358159282403489
21346,0.142886371918603,0.169984580594251
4689,0.240275892938702,0.908653789325457
460,0.229715606280494,0.318411056210593
1434,0.0556412596643239,0.0894902369165818
2849,0.154370712814024,0.59124315105795
24929,0.328532336875725,0.232556174718544
5581,0.271207111020045,0.546989429772254
13874,0.118045028685276,0.580052160210102
15081,0.156185901341491,0.469918918290234
22439,0.0593968339149095,0.668314113658275
1942,0.230025764118109,0.724923083557787
22268,0.469197711119299,0.887196508553938
13470,0.117122447354628,0.62126521099716
18719,0.266271158418061,0.63129757916049
24246,0.367778967510739,0.515864421259201
6229,0.29050417188664,0.39487027016454
8857,0.0355110915642078,0.496216396455038
5011,0.0408791013698783,0.257189713793169
9154,0.0466671435522967,0.171417970021447
21978,0.165679076134183,0.48569802957024
5213,0.044706435991033,0.104412388629696
21730,0.0177607680418507,0.222248227519617
19560,0.0966988830648664,0.3472648757443
6303,0.890638318607812,0.47392943660525
24667,0.59676891368854,0.713545592747664
13258,0.744074130132058,0.943183795898627
19539,0.322370791813077,0.788803175747638
17976,0.0348220048250672,0.109517935583631
11104,0.129323866895495,0.928116232996817
22837,0.266844513119561,0.371693780902291
227,0.0546923583867138,0.277296351688343
20706,0.690415096920012,0.851834364410814
10448,0.54007689011626,0.641542000390824
11383,0.0551763909405022,0.666437842911558
26228,0.398446838745134,0.325070871425518
12342,0.0877536328337287,0.471643617388609
22043,0.097526606616355,0.4002556087759
24538,0.737499714282562,0.947299623029974
16048,0.0618292646320604,0.220095778691338
18854,0.0189758872292125,0.0238256170060847
5948,0.664559046782214,0.891505843232256
779,0.0880179210672868,0.638946836389522
5882,0.549898005191351,0.786044808145387
8665,0.315608941316265,0.858745855169043
8798,0.062066760397471,0.120412650261368
3787,0.432625207412449,0.906843288580853
24258,0.69397166409799,0.723188729902878
1079,0.073069745760025,0.103547023727381
7733,0.275809177065661,0.774816446762122
26179,0.0639662231408164,0.54676014871247
23025,0.12184130057985,0.34279328743889
19015,0.157388382910113,0.120295640311978
8292,0.587962446309932,0.854532372995095
7422,0.653793455278039,0.886109155903148
6369,0.0266471027681919,0.0536550925834972
20306,0.0845728070879719,0.24458941286445
13826,0.0874652065189187,0.280238554919045
11647,0.0809672335977497,0.138913927980669
26207,0.0717380774875199,0.180965585998083
9211,0.0081917412412722,0.0347643126848983
7388,0.0492308789334524,0.281099145941313
16583,0.0580920205291127,0.129398171554742
7510,0.0879402134876462,0.265542536266674
8639,0.0117562151233957,0.0424057277171732
16167,0.0589898417036675,0.78649659477965
14213,0.736933299711056,0.825708384747667
13925,0.15465015667049,0.373198925221371
2634,0.0512162547413072,0.171869164677811
10442,0.257119692451317,0.360157541350907
9566,0.0730424199925746,0.581360680671469
16731,0.605647532262763,0.858292407296477
21844,0.0144256075432505,0.068612702355512
15390,0.349204993492015,0.800038725017033
9192,0.661778032596156,0.841163244832854
14207,0.0458276813800667,0.890132838206969
4356,0.0733834770123927,0.221845251294726
22489,0.0996211705967994,0.192390743111575
19008,0.0586798933720552,0.0782612859979748
100,0.365762894413993,0.299519849980038
15313,0.112369225974989,0.606763697003966
1052,0.750537573138507,0.933163214324124
9774,0.280073265736625,0.928029694054448
12447,0.144892079307303,0.662672233125138
1333,0.0149869058648809,0.342828684739057
5771,0.114288800445716,0.381392291220456
10998,0.0934164554124007,0.206161536054184
3746,0.0691833832679941,0.926164433051521
13834,0.162622643036812,0.355342001680461
15911,0.0876783447039595,0.188836266900231
10400,0.203241690720991,0.276936392671153
24693,0.043612889978428,0.178114184562179
840,0.202188953161214,0.566955604593492
19248,0.129784245255288,0.534186189714559
8219,0.0499763258291094,0.0323223369629577
13523,0.059538835183925,0.163535930673992
9202,0.00910593731880055,0.0419100431844615
16018,0.311340938958876,0.468712530414429
12689,0.192232437961385,0.492332216675071
5717,0.0612876216444619,0.724468955828256
17027,0.631388407993562,0.82532493057316
24132,0.0544925335337885,0.037517600752987
8662,0.0675327438705163,0.0447127632046812
24687,0.0236997091026959,0.311867959988387
11589,0.0769599688128385,0.873604706396528
5496,0.455044503455097,0.0814927624369648
917,0.908031312450948,0.981754745032521
21801,0.354668101617564,0.388529532875523
10375,0.0810860475702613,0.0824264472379201
8334,0.551041999775416,0.927548269760839
14997,0.0662899083947065,0.0757622506464263
7344,0.155166865921836,0.169131086579395
17129,0.374537058096502,0.766039675953603
117,0.165851800537245,0.384754966226784
26317,0.0709692055907166,0.545691961977215
3536,0.00829580407937217,0.0369586865586389
8942,0.0791656595690103,0.275987743127457
15907,0.101370664013925,0.779842394256657
4711,0.0400110082633614,0.126264486259879
26064,0.199631407172934,0.47911478701233
8895,0.0685233699686773,0.0507235672125203
11782,0.0689956602032211,0.855318913358624
5551,0.228323592179133,0.894127273712244
5656,0.192860215747627,0.372133380881185
3501,0.885194902805956,0.938798665382024
3152,0.133535459124759,0.455225018195298
22918,0.045531951382763,0.132576576312836
9976,0.101832979012302,0.317780333417587
24816,0.0139061493665463,0.0396723952166363
25485,0.283941972282358,0.311731024510103
23095,0.227051437681098,0.57351073855001
19112,0.0158348725192989,0.0335998446922399
12355,0.137927291451379,0.71583104565071
987,0.724336773644349,0.703407960797062
10681,0.170902569466417,0.964603118772374
10747,0.0414800281377564,0.617564859089569
3658,0.117154907501588,0.26443872759698
5601,0.692118691688178,0.462957453788866
22470,0.152668780114779,0.32682627492551
21487,0.0332248005826837,0.235545202551125
11026,0.0497016589264182,0.135306289046575
15218,0.0458789537211939,0.341793729548811
6670,0.0147277817403852,0.0943766956872137
8486,0.0545938030940823,0.109791338290696
22490,0.0328471149250172,0.422437799646948
7466,0.0545174880924365,0.284238677108225
26550,0.417005495527025,0.449818002549375
20628,0.105330485089345,0.240426169366306
19398,0.339461362281961,0.607316671923106
20103,0.0321853784914654,0.758958053954186
24008,0.625054457609279,0.766998808990999
10839,0.37427825994622,0.603217391020609
23986,0.0263471204360686,0.0953153613360232
7169,0.0878319445851421,0.230383874261927
6651,0.204367183858642,0.621287738382359
19523,0.0150973264431266,0.269209856804193
6563,0.113213088071242,0.885104179704168
5630,0.0539913710670966,0.671367155594802
6561,0.117762307663129,0.223147341480466
24003,0.0439329883514727,0.0523544975843511
15999,0.131765736950443,0.142534198834578
21982,0.0935059577743076,0.386207312140737
22092,0.0629559004055255,0.162680576059156
19738,0.0657912063498943,0.168133710912092
1857,0.340631055381538,0.562196459871286
3116,0.185712848088949,0.766659598228397
22592,0.620509495482382,0.798078596098554
12379,0.0451834153967866,0.145862284559379
20992,0.138551260299474,0.500394700523911
8582,0.0995962910258043,0.232563080990519
18856,0.158636504739197,0.507721721516569
23489,0.109137482207181,0.365909426027287
26598,0.272702362095923,0.707482125995897
21191,0.0600276348168864,0.825435879565039
25313,0.119829884297596,0.479094420901435
21850,0.393154515652851,0.691509092086984
4934,0.0726150657960641,0.329572232432878
2851,0.0864216556215482,0.235838005147056
7070,0.0513256185478647,0.10894941953752
8961,0.0974659232422229,0.249452372879034
16043,0.0204232990359113,0.239533343960789
18798,0.210783996876058,0.692222162680183
20410,0.393497693661171,0.650439477842333
10425,0.521928593842149,0.893941453252363
4819,0.190864047894914,0.412778114158047
18971,0.195313420868559,0.413989251673364
9666,0.209082934931881,0.448473315447216
20397,0.101288848270263,0.121203966256224
24878,0.284601980563238,0.0858189486490843
16791,0.0201774712682052,0.0656668891175336
13008,0.0816220187198627,0.470156926739315
6170,0.259892983123403,0.699408235931059
40,0.300719569887676,0.55372912054822
15022,0.0830896421677752,0.369206405964136
2157,0.332885636316047,0.716439953105634
1540,0.108118421087382,0.351041139911617
13447,0.602553323385487,0.804033896245883
21476,0.321249670098566,0.821549563610015
9510,0.473146062896293,0.733209235424647
17592,0.09146276929759,0.950871702781392
6690,0.0490424896986803,0.312813234596871
13956,0.0171948861641153,0.0966243497809178
4278,0.0314147384296599,0.440559601458038
25343,0.189199821301913,0.842461320519171
15925,0.0661604347946602,0.0587378392814941
14993,0.0795756314805811,0.109121817219372
23133,0.469403103159037,0.683445244820759
14961,0.205419755410469,0.661641392146197
2412,0.215704221083795,0.361785442109983
10335,0.226975455586286,0.578216718389366
5181,0.0550462782023958,0.567784109026405
12034,0.201400035633993,0.681760170845772
25179,0.563001314839405,0.838969232103616
7409,0.0581190766968915,0.679084122531776
21196,0.0127745360544015,0.035063929279004
4225,0.321401380542871,0.693476961815073
25773,0.106628147962075,0.361562307339031
8076,0.102924133641366,0.785120113674316
23705,0.713975576747373,0.87979748779155
24706,0.314864341999294,0.400460367254205
20483,0.0828605974811287,0.237700837621932
1549,0.0669192720600278,0.210447514916924
1879,0.138141311394556,0.83444145761671
11470,0.153421051343099,0.304305130475145
16790,0.377557731627371,0.592467893103673
11565,0.114796777743366,0.543682765008558
5032,0.0719651805812728,0.200194891140693
3222,0.216452223723716,0.927676721211689
20964,0.141973208584428,0.425125633688843
15266,0.245510261925557,0.745480077398765
2278,0.00786339892584033,0.0577608130391754
2528,0.0288327448862487,0.177768481097511
22747,0.12896222721121,0.707947779933391
13599,0.0796594738144744,0.468672717966563
10497,0.0250855017533454,0.048306133422459
18776,0.0664190821444346,0.150838151278267
4617,0.285599658630963,0.756279346876785
4939,0.411345926464877,0.511441350193458
13559,0.0727608886307795,0.0532932106309058
23841,0.456540711230125,0.668585692135306
6636,0.170487724757346,0.177659708146127
11817,0.038872039699609,0.372311760904457
8551,0.172520877087948,0.935826466403947
22524,0.0795936975748638,0.227786769988866
20648,0.0923602926835653,0.866070380186136
17891,0.121030762962965,0.220070503942938
21554,0.443024715887051,0.736398552024052
24299,0.00912771451690657,0.0210899611944791
13502,0.0986185162004143,0.956226468955432
866,0.0992474287874453,0.744748981986452
24897,0.0654406908306603,0.0987212211803358
23903,0.74929420016441,0.471157327739247
22750,0.020206990559896,0.150481793530222
2916,0.0771061708091428,0.729683247450698
929,0.260368004043436,0.817969811444913
16695,0.190070392741174,0.642668858182671
15256,0.0152869567174517,0.129638067068277
26093,0.203220525030313,0.426352146618197
22793,0.100803941497973,0.485172728733225
12678,0.0634293915380093,0.163485000847237
21729,0.107243495258336,0.722256341217386
17999,0.423648482375663,0.914805857097255
8434,0.0901881406755636,0.284471047590906
13397,0.0205843462386832,0.372618008327254
19197,0.280843440306507,0.890744007196521
6541,0.0944069132939607,0.248522583107495
16446,0.0842320240864144,0.124833885972538
19798,0.196327533694432,0.965039546150842
22948,0.048872760295315,0.554407024015053
17142,0.827833209359957,0.900521161587199
24590,0.386753904216281,0.612838297969829
21345,0.442128158665912,0.583091077400206
